Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
760,Deterministic ,10000,normal,0.5,0.1,14,8,71.59020305,59,3,6,0.98,0,0,0,13.3923,1.2875,0.8738,0.2524,135,"[(30, 0.6359), (31, 0.7697), (34, 1.0), (35, 1.0), (36, 0.6482), (43, 0.9569), (44, 0.8806), (46, 0.5791999999999999), (47, 0.9984), (49, 0.9914), (50, 0.8687), (51, 0.8374), (52, 0.987), (53, 0.9448), (54, 0.9028), (55, 0.7593), (56, 0.8147), (57, 0.9108), (58, 0.9539), (59, 0.9883)]",0.8714,0.5792,13,0.3,4,2,6,20
761,Deterministic ,10000,shifted-gamma,0.1,0.1,16,8,85.35807419,60,2,4,0.95,0,0,0,1.6039,0.0351,0.7138,0.0612,42,"[(30, 0.8763), (31, 0.9682), (32, 0.9117), (33, 0.975), (34, 1.0), (35, 1.0), (36, 0.923), (37, 1.0), (38, 1.0), (39, 0.9467), (43, 0.9781), (44, 0.9924), (45, 0.9047000000000001), (46, 0.7882), (47, 0.9311), (48, 0.9834), (49, 0.9044), (50, 0.7867999999999999), (51, 0.9936), (52, 0.9538), (53, 1.0), (54, 0.8786), (55, 0.9372), (56, 0.9177), (57, 1.0), (58, 0.9203), (59, 1.0)]",0.943377778,0.7868,16,0.555555556,7,8,15,27
762,Scenario,10000,normal,0.25,0.1,14,8,620.3686829,58,1,3,0.95,100,0,0,0.4147,0.1804,0.1063,0.0354,25,"[(30, 0.9989), (31, 0.9407), (34, 0.9964), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9974), (50, 0.9996), (52, 0.9994), (53, 0.9905), (54, 0.9737), (56, 0.9999), (57, 1.0), (58, 0.9973), (59, 1.0)]",0.994015789,0.9407,12,0.947368421,12,6,18,19
763,Scenario,10000,shifted-gamma,0.25,0.1,16,8,151.0026171,59,3,6,0.98,10,0,0,4.5729,0.3413,0.5165,0.0426,80,"[(30, 0.9265), (31, 0.8652), (32, 1.0), (33, 0.9221), (34, 0.9137), (35, 1.0), (36, 0.9736), (43, 0.9729), (45, 0.8884), (46, 0.9201), (47, 0.977), (48, 0.9875), (49, 0.9966), (50, 0.9745), (51, 0.9962), (52, 0.999), (53, 1.0), (54, 0.9804), (55, 0.8998), (56, 0.9678), (57, 0.9998), (58, 0.9559), (59, 0.9897)]",0.96116087,0.8652,15,0.47826087,9,2,11,23
764,Scenario,10000,shifted-gamma,0.1,0.1,10,8,67.35614896,58,2,4,0.98,100,0,0,0.3935,0.1247,0.0658,0.0238,30,"[(32, 0.9996), (33, 1.0), (34, 0.9965), (35, 1.0), (36, 1.0), (43, 0.9979), (44, 0.9906), (45, 1.0), (50, 0.9572), (52, 0.9955), (53, 1.0), (54, 0.9983), (56, 0.9944), (57, 1.0), (58, 0.9977), (59, 1.0)]",0.99548125,0.9572,8,0.9375,7,8,15,16
765,Deterministic ,10000,normal,0.5,0.1,12,8,47.19158602,59,1,3,0.98,0,0,0,30.865,1.4802,0.9969,0.2712,177,"[(30, 0.3285), (31, 0.5724), (34, 0.9986), (35, 1.0), (36, 0.5736), (43, 0.6573), (44, 0.6489), (47, 0.6886), (48, 0.7671), (49, 0.36660000000000004), (50, 0.55), (52, 0.9395), (53, 0.4306), (54, 0.9974), (55, 0.5222), (56, 0.6948), (57, 0.9259), (58, 0.5722), (59, 0.8351)]",0.687857895,0.3285,11,0.157894737,1,2,3,19
766,EVT,10000,normal,0.1,0.1,8,8,4.183727026,60,3,6,2.05,0,0.1,0.1,0.0565,0,0.0864,0.0005,22,"[(30, 0.9758), (31, 0.9997), (34, 1.0), (35, 1.0), (36, 0.9956), (43, 0.9987), (44, 1.0), (47, 0.9984), (48, 1.0), (49, 0.9706), (50, 0.9997), (52, 1.0), (53, 0.9934), (54, 0.9963), (55, 0.9892), (56, 0.9764), (57, 0.9994), (58, 0.9949), (59, 1.0)]",0.994110526,0.9706,8,0.947368421,8,10,18,19
767,Scenario,10000,shifted-gamma,0.25,0.1,14,8,2443.993898,58,2,4,0.98,500,0,0,0.0912,0.0738,0.0207,0.0149,20,"[(30, 0.9998), (31, 0.9994), (34, 0.9998), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9995), (46, 0.9937), (47, 0.9953), (48, 1.0), (49, 0.9998), (50, 1.0), (52, 0.9998), (53, 1.0), (54, 0.9958), (56, 0.9956), (57, 1.0), (58, 1.0), (59, 1.0)]",0.998868421,0.9937,12,1,12,7,19,19
768,Scenario,10000,normal,0.5,0.1,10,8,129.0751522,56,1,3,0.98,100,0,0,0.5917,0.0339,0.1009,0.0067,55,"[(34, 1.0), (43, 0.9578), (44, 0.9621), (50, 1.0), (52, 0.9942), (54, 0.9823), (56, 0.998), (57, 1.0), (58, 0.9973)]",0.987966667,0.9578,6,0.777777778,6,1,7,9
769,Scenario,10000,normal,0.5,0.1,16,8,250.7641461,59,2,4,0.95,10,0,0,18.3599,0.6541,0.8801,0.1499,120,"[(30, 0.5611999999999999), (31, 0.9945), (32, 0.9986), (33, 0.9966), (34, 0.845), (35, 1.0), (36, 0.9501), (43, 0.9232), (44, 0.7279), (45, 0.9929), (46, 0.7223999999999999), (47, 0.773), (48, 0.9667), (49, 0.7505), (50, 0.7162), (52, 0.9592), (53, 0.9956), (54, 0.9957), (55, 0.8359), (56, 0.8867), (57, 0.9968), (58, 0.9138), (59, 0.9302)]",0.888378261,0.5612,15,0.47826087,6,5,11,23
770,Scenario,10000,normal,0.25,0.1,12,8,67.17443395,58,1,3,0.98,50,0,0,0.806,0.016,0.156,0.0029,20,"[(30, 0.9924), (31, 1.0), (34, 0.9476), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (47, 0.9927), (48, 0.9997), (49, 1.0), (50, 0.9884), (52, 0.9997), (53, 0.9297), (54, 0.9803), (56, 1.0), (57, 1.0), (58, 0.9983), (59, 1.0)]",0.990488889,0.9297,10,0.888888889,9,7,16,18
771,EVT,10000,shifted-gamma,0.1,0.1,14,8,103.218503,59,1,3,1.64,0,0.1,0.1,0.1723,0.0005,0.2935,0.0011,30,"[(30, 0.9832), (31, 0.9682), (32, 0.9873), (33, 0.981), (34, 0.9833), (35, 1.0), (36, 0.97), (43, 0.977), (44, 0.9545), (45, 0.9681), (46, 1.0), (47, 0.9762), (48, 1.0), (49, 0.9909), (50, 0.9823), (52, 0.9922), (53, 0.9991), (54, 0.9796), (55, 0.979), (56, 1.0), (57, 1.0), (58, 0.971), (59, 0.976)]",0.983430435,0.9545,13,1,13,10,23,23
772,EVT,10000,normal,0.25,0.1,16,8,199.7140799,58,1,3,2.05,0,0.25,0.1,0.0647,0.0005,0.1208,0.0009,20,"[(30, 0.9872), (31, 0.9944), (32, 0.9843), (33, 0.982), (34, 1.0), (35, 1.0), (36, 0.9927), (43, 0.9991), (44, 0.997), (45, 1.0), (46, 1.0), (47, 1.0), (48, 0.9986), (49, 1.0), (50, 0.9801), (52, 0.9966), (53, 0.9875), (54, 1.0), (56, 0.9909), (57, 0.9999), (58, 0.9804), (59, 0.9929)]",0.9938,0.9801,14,1,14,8,22,22
773,EVT,10000,normal,0.1,0.1,10,8,16.86339998,59,1,3,2.05,0,0.1,0.1,0.0354,0.0005,0.0985,0.0003,10,"[(30, 1.0), (31, 0.9848), (34, 0.9933), (35, 1.0), (36, 0.9839), (43, 0.9818), (44, 1.0), (49, 0.994), (50, 0.9861), (52, 0.9949), (53, 0.9986), (54, 0.9907), (55, 0.994), (56, 0.9909), (57, 1.0), (58, 0.9964), (59, 1.0)]",0.993494118,0.9818,9,1,9,8,17,17
774,Deterministic ,10000,shifted-gamma,0.1,0.1,14,8,91.174546,59,2,4,0.98,0,0,0,0.5589,0.0105,0.4484,0.0245,35,"[(30, 0.9045), (31, 0.9637), (34, 1.0), (35, 1.0), (36, 0.9029), (43, 0.9796), (44, 0.9982), (46, 0.8065), (47, 1.0), (49, 0.976), (50, 0.9496), (51, 0.9934), (52, 1.0), (53, 0.9999), (54, 0.9947), (55, 0.9472), (56, 0.8897), (57, 0.983), (58, 1.0), (59, 0.9523)]",0.96206,0.8065,13,0.6,8,4,12,20
775,Scenario,10000,normal,0.25,0.1,18,8,895.674273,59,2,4,0.98,50,0,0,1.904,0.2378,0.2888,0.0426,46,"[(30, 0.986), (31, 0.9986), (32, 0.9997), (33, 0.984), (34, 0.9997), (35, 0.99), (36, 1.0), (42, 0.9563), (43, 0.9975), (45, 0.9988), (46, 0.9033), (47, 0.9927), (48, 1.0), (49, 0.993), (50, 0.9794), (51, 0.9533), (52, 0.9799), (53, 0.9297), (54, 0.9982), (55, 0.9991), (56, 0.9713), (57, 0.997), (58, 0.9978), (59, 1.0)]",0.983554167,0.9033,17,0.791666667,12,7,19,24
776,Scenario,10000,shifted-gamma,0.1,0.1,16,8,188.4292252,59,3,6,0.95,10,0,0,1.6336,0,0.3377,0,40,"[(30, 0.9873), (31, 0.9872), (32, 0.9997), (33, 1.0), (34, 0.9471), (35, 1.0), (36, 0.9922), (43, 0.8843), (45, 1.0), (46, 0.9723), (47, 0.9274), (48, 1.0), (49, 1.0), (50, 0.9859), (51, 0.9981), (52, 0.9807), (53, 1.0), (54, 0.9563), (55, 0.9787), (56, 0.9977), (57, 1.0), (58, 0.9705), (59, 0.9997)]",0.981091304,0.8843,15,0.913043478,14,7,21,23
777,Deterministic ,10000,normal,0.25,0.1,14,8,94.61668992,59,1,3,0.98,0,0,0,9.0852,0.5212,0.9785,0.2665,90,"[(30, 0.5545), (31, 0.6843), (34, 1.0), (35, 1.0), (36, 0.5589999999999999), (43, 0.7784), (44, 0.7883), (46, 0.48619999999999997), (47, 0.9762), (49, 0.8944), (50, 0.6712), (51, 0.753), (52, 0.9957), (53, 0.946), (54, 0.8), (55, 0.6834), (56, 0.5943), (57, 0.7771), (58, 0.985), (59, 0.7904)]",0.78587,0.4862,13,0.25,3,2,5,20
778,Scenario,10000,normal,0.25,0.1,16,8,468.3904972,58,1,3,0.95,50,0,0,1.5184,0.6458,0.2771,0.1175,38,"[(30, 0.9927), (31, 1.0), (32, 0.9841), (33, 0.9836), (34, 0.9476), (35, 1.0), (36, 1.0), (43, 1.0), (45, 0.9988), (46, 1.0), (47, 1.0), (48, 0.9997), (49, 0.9428), (50, 0.9912), (52, 0.9686), (53, 0.9997), (54, 0.9998), (55, 0.9263), (56, 0.9919), (57, 1.0), (58, 0.9277), (59, 1.0)]",0.984295455,0.9263,14,0.863636364,11,8,19,22
779,Scenario,10000,shifted-gamma,0.5,0.1,10,8,79.96685195,57,3,6,0.98,100,0,0,0.256,0.146,0.0397,0.0246,50,"[(34, 0.9967), (43, 0.9999), (44, 0.9988), (50, 0.9993), (52, 0.9844), (54, 0.9911), (56, 0.9844), (57, 0.9999), (58, 0.9998), (59, 0.999)]",0.99533,0.9844,7,1,7,3,10,10
780,EVT,10000,shifted-gamma,0.25,0.1,18,8,933.6141181,58,1,3,1.64,0,0.25,0.1,0.8884,0.0032,0.4469,0.0048,41,"[(30, 0.9854), (31, 0.9436), (32, 0.9652000000000001), (33, 0.9363), (34, 0.9999), (35, 1.0), (36, 0.9753000000000001), (42, 0.9423), (43, 0.9831), (44, 0.9741), (45, 0.9561), (46, 0.9514), (47, 0.9643), (48, 0.9682), (49, 0.9895), (50, 0.9788), (52, 0.9954), (53, 0.9584), (55, 0.9595), (56, 0.9604), (57, 0.9891), (58, 0.9783), (59, 0.9914)]",0.971565217,0.9363,16,0.869565217,15,5,20,23
781,Deterministic ,10000,shifted-gamma,0.1,0.1,10,8,8.466912985,59,3,6,0.95,0,0,0,0.1744,0.0004,0.1607,0.0007,32,"[(30, 0.9171), (31, 0.9937), (32, 0.9916), (33, 1.0), (34, 1.0), (35, 1.0), (36, 0.9861), (43, 0.9999), (44, 0.9999), (45, 1.0), (49, 0.9643), (50, 0.999), (52, 0.9741), (53, 0.9838), (54, 0.9948), (55, 0.999), (56, 1.0), (57, 1.0), (58, 0.9892), (59, 0.9989)]",0.98957,0.9171,9,0.95,9,10,19,20
782,EVT,10000,normal,0.1,0.1,16,8,228.892873,59,1,3,2.05,0,0.1,0.1,0.0233,0,0.1045,0.0018,10,"[(30, 0.9991), (31, 0.9985), (32, 0.9956), (33, 0.9936), (34, 0.9933), (35, 1.0), (36, 0.9849), (43, 0.9935), (45, 0.9979), (46, 1.0), (47, 1.0), (48, 1.0), (49, 0.9909), (50, 0.9854), (51, 0.9999), (52, 0.9867), (53, 0.9809), (54, 0.9948), (55, 0.994), (56, 1.0), (57, 1.0), (58, 0.9973), (59, 0.9988)]",0.995004348,0.9809,15,1,15,8,23,23
783,Scenario,10000,shifted-gamma,0.5,0.1,14,8,2512.266106,53,3,6,0.98,500,0,0,0.1032,0.069,0.0261,0.0158,18,"[(34, 1.0), (43, 0.9999), (46, 0.9981), (50, 0.996), (52, 0.9812), (56, 0.9982), (57, 1.0), (58, 1.0), (59, 1.0)]",0.997044444,0.9812,7,1,7,2,9,9
784,EVT,10000,shifted-gamma,0.25,0.1,10,8,8.323298931,59,2,4,1.64,0,0.25,0.1,0.899,0.0209,0.3522,0.0083,55,"[(30, 0.9863), (31, 0.9436), (32, 0.958), (33, 0.9593), (34, 0.9682), (35, 1.0), (36, 0.9837), (43, 0.957), (44, 0.9738), (45, 0.9639), (49, 0.9957), (50, 0.9677), (52, 0.9859), (53, 0.9996), (54, 0.9691), (55, 0.9595), (56, 0.9628), (57, 0.9976), (58, 0.963), (59, 0.9782)]",0.973645,0.9436,9,0.95,9,10,19,20
785,EVT,10000,shifted-gamma,0.5,0.1,10,8,29.67785692,58,3,6,2.05,0,0.5,0.1,1.2347,0.0245,0.1888,0.0039,136,"[(34, 0.9594), (35, 1.0), (36, 0.9758), (43, 0.9783), (44, 0.9738), (50, 0.9994), (52, 0.9669), (53, 0.9848), (54, 0.9569), (56, 0.9679), (57, 0.99), (58, 0.9987), (59, 0.9753000000000001)]",0.979015385,0.9569,8,0.615384615,5,3,8,13
786,Scenario,10000,shifted-gamma,0.1,0.1,16,8,5961.530128,58,1,3,0.98,500,0,0,0.0489,0.1263,0.0111,0.0236,12,"[(30, 1.0), (31, 1.0), (32, 1.0), (33, 0.9997), (34, 0.9965), (35, 1.0), (36, 1.0), (43, 1.0), (45, 1.0), (46, 1.0), (47, 1.0), (48, 1.0), (49, 0.9962), (50, 0.9987), (52, 0.9999), (53, 1.0), (54, 1.0), (55, 1.0), (56, 1.0), (57, 1.0), (58, 0.996), (59, 1.0)]",0.999409091,0.996,14,1,14,8,22,22
787,Scenario,10000,shifted-gamma,0.25,0.1,14,8,490.25615,58,3,6,0.95,100,0,0,1.5071,0.764,0.1962,0.0816,60,"[(30, 0.9971), (31, 0.9971), (32, 0.9836), (33, 0.9752), (34, 0.9376), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9995), (45, 0.9903), (46, 1.0), (47, 0.953), (48, 1.0), (49, 0.9992), (50, 0.9862), (52, 1.0), (53, 0.9796), (54, 1.0), (56, 1.0), (57, 1.0), (58, 0.9518), (59, 1.0)]",0.988645455,0.9376,12,0.954545455,12,9,21,22
788,Scenario,10000,normal,0.25,0.1,14,8,366.928266,58,1,3,0.98,50,0,0,1.9028,0.2086,0.2651,0.0345,55,"[(30, 0.9941), (31, 0.9853), (32, 0.9841), (33, 0.9836), (34, 0.9476), (35, 0.9788), (36, 0.9484), (43, 1.0), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.9996), (50, 0.9035), (52, 0.9686), (53, 1.0), (54, 1.0), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.984931818,0.9035,12,0.818181818,10,8,18,22
789,EVT,10000,normal,0.5,0.1,8,8,28.37209797,59,2,4,2.05,0,0.5,0.1,0.1613,0.006,0.0925,0.0061,45,"[(34, 0.9996), (35, 0.9878), (36, 0.9837), (43, 0.9949), (44, 0.9917), (50, 0.9925), (52, 0.994), (53, 1.0), (54, 0.9831), (56, 0.9809), (57, 0.9982), (58, 0.9998), (59, 0.9883)]",0.991884615,0.9809,7,1,7,6,13,13
790,Deterministic ,10000,normal,0.1,0.1,8,8,4.533671141,60,2,4,0.98,0,0,0,0.6248,0.0049,0.482,0.0047,22,"[(30, 0.883), (31, 0.9848), (34, 1.0), (35, 1.0), (36, 0.8878), (43, 0.9818), (44, 1.0), (47, 0.9774), (48, 1.0), (49, 0.7962), (50, 0.9978), (52, 0.9986), (53, 0.9434), (54, 0.9664), (55, 0.9331), (56, 0.9003), (57, 0.9819), (58, 0.9545), (59, 1.0)]",0.957210526,0.7962,8,0.578947368,3,8,11,19
791,Scenario,10000,normal,0.25,0.1,14,8,547.132262,58,2,4,0.98,100,0,0,0.2649,0.0646,0.0574,0.0115,20,"[(30, 0.9973), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (46, 1.0), (47, 0.9895), (48, 0.9997), (49, 0.9875), (50, 0.9998), (52, 0.9999), (53, 1.0), (54, 0.9935), (56, 1.0), (57, 1.0), (58, 0.9963), (59, 1.0)]",0.996815789,0.9763,12,1,12,7,19,19
792,Scenario,10000,normal,0.5,0.1,16,8,996.931468,56,1,3,0.98,100,0,0,1.1064,0.1352,0.1202,0.0256,100,"[(30, 0.993), (31, 0.9995), (34, 1.0), (35, 0.9937), (36, 0.9983), (43, 1.0), (44, 0.9621), (45, 0.9881), (46, 0.9957), (47, 0.9775), (48, 1.0), (49, 0.9715), (50, 0.9989), (52, 0.9999), (54, 0.9989), (56, 0.9667), (57, 0.9968), (58, 0.9973)]",0.990994444,0.9621,12,0.833333333,9,6,15,18
793,Scenario,10000,shifted-gamma,0.25,0.1,10,8,37.55443811,58,2,4,0.95,50,0,0,1.6902,0.1375,0.2611,0.0229,60,"[(32, 0.9968), (33, 0.995), (34, 0.9376), (35, 0.9725), (36, 0.9592), (43, 0.9174), (44, 0.9545), (45, 0.9999), (50, 0.9805), (52, 0.9898), (53, 1.0), (54, 0.9671), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.97939375,0.9174,8,0.875,8,6,14,16
794,Scenario,10000,normal,0.5,0.1,18,8,1733.986848,57,3,6,0.98,50,0,0,2.7541,0.2048,0.2306,0.0217,145,"[(30, 0.998), (31, 0.9945), (32, 0.9939), (33, 1.0), (34, 0.9762), (35, 0.9653), (36, 0.9791), (42, 0.9783), (43, 0.9854), (45, 0.9881), (46, 1.0), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.9317), (52, 0.9999), (53, 0.9928), (55, 0.9656), (56, 0.9126), (57, 1.0), (58, 0.9994), (59, 0.9891)]",0.984086364,0.9126,15,0.818181818,12,6,18,22
795,Deterministic ,10000,normal,0.5,0.1,14,8,85.27611899,59,2,4,0.95,0,0,0,21.4679,3.1182,0.9657,0.4849,167,"[(30, 0.5422), (31, 0.6673), (34, 0.9996), (35, 1.0), (36, 0.5467), (43, 0.8519), (44, 0.7807999999999999), (46, 0.47419999999999995), (47, 0.9764), (49, 0.9593), (50, 0.7322), (51, 0.7392000000000001), (52, 0.9712), (53, 0.8781), (54, 0.8056), (55, 0.6734), (56, 0.6665), (57, 0.8056), (58, 0.9203), (59, 0.9359999999999999)]",0.796325,0.4742,13,0.25,3,2,5,20
796,Scenario,10000,shifted-gamma,0.1,0.1,14,8,105.2731812,59,1,3,0.98,10,0,0,1.8773,0.2668,0.3548,0.0675,37,"[(30, 0.9796), (31, 0.9832), (32, 0.9938), (33, 0.9969), (34, 1.0), (35, 1.0), (36, 0.9599), (43, 0.9952), (44, 0.9906), (45, 0.9874), (46, 0.993), (47, 1.0), (48, 0.9448), (49, 0.9902), (50, 0.8657), (52, 0.996), (53, 0.9994), (54, 0.9771), (55, 0.9493), (56, 0.9625), (57, 0.9446), (58, 1.0), (59, 0.9816)]",0.97786087,0.8657,13,0.739130435,8,9,17,23
797,Scenario,10000,normal,0.25,0.1,10,8,39.86972189,58,1,3,0.95,50,0,0,1.0597,0.239,0.1722,0.0404,35,"[(32, 0.9841), (33, 0.9836), (34, 0.9964), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 1.0), (45, 0.9988), (50, 1.0), (52, 0.9686), (53, 1.0), (54, 1.0), (56, 0.9926), (57, 1.0), (58, 0.899), (59, 1.0)]",0.98761875,0.899,8,0.9375,7,8,15,16
798,EVT,10000,shifted-gamma,0.1,0.1,16,8,268.862906,59,1,3,1.64,0,0.1,0.1,0.1694,0.0057,0.3189,0.0108,25,"[(30, 0.9611), (31, 0.968), (32, 0.9804), (33, 0.981), (34, 0.9836), (35, 0.9661), (36, 0.9639), (43, 0.9783), (45, 0.9681), (46, 0.9834), (47, 0.981), (48, 1.0), (49, 0.9737), (50, 0.9843), (51, 0.9338), (52, 0.9846), (53, 0.9999), (54, 0.9847), (55, 0.9985), (56, 1.0), (57, 0.9996), (58, 0.9997), (59, 1.0)]",0.981465217,0.9338,15,0.956521739,14,8,22,23
799,Deterministic ,10000,shifted-gamma,0.25,0.1,8,8,4.271319866,60,1,3,0.95,0,0,0,11.3872,0.2789,0.9723,0.0997,135,"[(30, 0.5357000000000001), (31, 0.7234), (34, 0.9999), (35, 1.0), (36, 0.6568), (43, 0.7701), (44, 0.8062), (47, 0.7864), (48, 1.0), (49, 0.46619999999999995), (50, 0.8979), (52, 0.9636), (53, 0.6004), (54, 0.7107), (55, 0.7372000000000001), (56, 0.6245), (57, 0.8089999999999999), (58, 0.6766), (59, 0.9574)]",0.774842105,0.4662,8,0.263157895,2,3,5,19
800,Scenario,10000,normal,0.1,0.1,8,8,59.74567008,59,2,4,0.95,100,0,0,0.1482,0.294,0.0246,0.05,25,"[(32, 0.9963), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 1.0), (43, 0.9999), (44, 1.0), (45, 0.9953), (50, 0.999), (52, 1.0), (53, 1.0), (54, 0.9985), (56, 1.0), (57, 1.0), (58, 0.9973), (59, 1.0)]",0.99821875,0.9852,7,1,7,9,16,16
801,Deterministic ,10000,shifted-gamma,0.25,0.1,8,8,4.065962076,60,1,3,0.98,0,0,0,11.3872,0.2789,0.9723,0.0997,135,"[(30, 0.5357000000000001), (31, 0.7234), (34, 0.9999), (35, 1.0), (36, 0.6568), (43, 0.7701), (44, 0.8062), (47, 0.7864), (48, 1.0), (49, 0.46619999999999995), (50, 0.8979), (52, 0.9636), (53, 0.6004), (54, 0.7107), (55, 0.7372000000000001), (56, 0.6245), (57, 0.8089999999999999), (58, 0.6766), (59, 0.9574)]",0.774842105,0.4662,8,0.157894737,0,3,3,19
802,Scenario,10000,normal,0.5,0.1,8,8,39.95223713,58,3,6,0.98,50,0,0,0.29,0.0472,0.0291,0.0103,65,"[(34, 1.0), (43, 1.0), (44, 0.9948), (50, 0.9837), (52, 1.0), (54, 0.9957), (56, 0.9867), (57, 1.0), (58, 1.0), (59, 1.0)]",0.99609,0.9837,6,1,6,4,10,10
803,Deterministic ,10000,shifted-gamma,0.1,0.1,8,8,4.755620956,60,1,3,0.98,0,0,0,3.2181,0.0227,0.9165,0.0192,58,"[(30, 0.6636), (31, 0.8652), (34, 1.0), (35, 1.0), (36, 0.6900999999999999), (43, 0.8343), (44, 0.9545), (47, 0.8483), (48, 1.0), (49, 0.5687), (50, 0.9814), (52, 0.986), (53, 0.7649), (54, 0.8201), (55, 0.7837000000000001), (56, 0.7071000000000001), (57, 0.8503000000000001), (58, 0.7599), (59, 0.9996)]",0.846194737,0.5687,8,0.315789474,2,4,6,19
804,Scenario,10000,normal,0.5,0.1,10,8,59.20572114,57,1,3,0.98,50,0,0,0.2361,0.1112,0.0434,0.0215,25,"[(34, 0.9897), (43, 1.0), (44, 0.9948), (50, 0.9962), (52, 0.9975), (54, 0.9972), (56, 0.9838), (57, 1.0), (58, 0.9947), (59, 0.9994)]",0.99533,0.9838,7,1,7,3,10,10
805,Scenario,10000,shifted-gamma,0.1,0.1,18,8,2149.552306,59,2,4,0.98,100,0,0,0.5813,0.4106,0.1029,0.0791,30,"[(30, 0.9998), (31, 1.0), (32, 0.9956), (33, 0.9992), (34, 0.9965), (35, 1.0), (36, 1.0), (42, 0.9893), (43, 1.0), (45, 1.0), (46, 0.994), (47, 0.9962), (48, 0.9997), (49, 0.9891), (50, 0.9654), (51, 0.9995), (52, 0.9862), (53, 1.0), (54, 1.0), (55, 0.9806), (56, 0.9942), (57, 0.9992), (58, 0.9957), (59, 1.0)]",0.995008333,0.9654,17,0.958333333,16,7,23,24
806,Scenario,10000,normal,0.25,0.1,16,8,504.265944,58,1,3,0.98,50,0,0,1.5828,0.2812,0.2546,0.0472,55,"[(30, 0.9997), (31, 0.9774), (32, 0.9841), (33, 0.9836), (34, 0.9476), (35, 1.0), (36, 1.0), (43, 1.0), (45, 0.9988), (46, 0.9864), (47, 0.9927), (48, 0.9997), (49, 0.9889), (50, 0.9836), (51, 0.9533), (52, 0.9686), (53, 0.9297), (54, 1.0), (56, 0.9873), (57, 1.0), (58, 0.998), (59, 1.0)]",0.985427273,0.9297,14,0.818181818,11,7,18,22
807,EVT,10000,normal,0.25,0.1,10,8,7.833644152,59,3,6,2.05,0,0.25,0.1,0.1653,0,0.127,0,30,"[(30, 0.9854), (31, 0.9874), (32, 0.9776), (33, 0.9989), (34, 0.9973), (35, 1.0), (36, 0.9922), (43, 0.9991), (44, 0.9919), (45, 0.9958), (49, 1.0), (50, 0.9756), (52, 0.9984), (53, 1.0), (54, 0.9879), (55, 0.9973), (56, 0.9943), (57, 1.0), (58, 0.9828), (59, 0.9888)]",0.992535,0.9756,9,1,9,11,20,20
808,Scenario,10000,normal,0.5,0.1,14,8,412.2458198,56,1,3,0.98,100,0,0,0.582,0.3607,0.099,0.0671,55,"[(30, 0.9776), (31, 1.0), (34, 0.9994), (35, 0.9937), (36, 0.9983), (43, 0.9995), (44, 0.9621), (46, 1.0), (48, 1.0), (49, 1.0), (50, 0.9962), (52, 0.9942), (53, 1.0), (54, 0.9823), (56, 0.9997), (57, 0.9999), (58, 0.9937)]",0.993917647,0.9621,10,0.941176471,10,6,16,17
809,EVT,10000,normal,0.25,0.1,16,8,173.997896,60,3,6,1.64,0,0.25,0.1,0.5466,0.019,0.2765,0.0089,50,"[(30, 0.9872), (31, 0.9781), (32, 0.9784), (33, 0.9885), (34, 1.0), (35, 1.0), (36, 0.9579), (43, 0.9991), (44, 0.9844), (45, 0.9981), (46, 1.0), (47, 0.9897), (48, 0.9991), (49, 0.9518), (50, 0.9516), (51, 0.978), (52, 0.9947), (53, 1.0), (54, 0.9433), (55, 0.9768), (56, 0.9835), (57, 0.999), (58, 0.9587), (59, 1.0)]",0.983245833,0.9433,16,0.958333333,15,8,23,24
810,EVT,10000,shifted-gamma,0.5,0.1,14,8,145.9819839,58,3,6,2.05,0,0.5,0.1,1.4455,0.0416,0.2869,0.008,150,"[(30, 0.9677), (31, 0.9652000000000001), (34, 0.9977), (35, 1.0), (36, 0.9793), (43, 0.9783), (44, 0.9738), (46, 0.9877), (47, 0.977), (48, 0.9801), (49, 0.9581), (50, 0.9583), (52, 0.9751), (53, 0.9728), (54, 0.9763), (56, 0.9994), (57, 0.99), (58, 0.9999), (59, 0.9836)]",0.980015789,0.9581,12,0.684210526,9,4,13,19
