Column1,Method,NumSimulationScenario,Distribution,TravelCov,ServiceCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
2178,Scenario,10000,shifted-gamma,0.5,0.1,8,8,668.5322609,56,2,4,0.95,500,0,0,0.1761,0.641,0.0308,0.1058,32,"[(34, 0.9984), (43, 0.9999), (52, 1.0), (54, 0.9769), (56, 0.9952), (57, 1.0)]",0.995066667,0.9769,4,1,4,2,6,6
2179,Scenario,10000,normal,0.5,0.1,14,8,78.48901105,59,3,6,0.95,10,0,0,10.4331,0.1504,0.7902,0.0484,107,"[(30, 0.844), (31, 0.9945), (34, 0.9897), (35, 1.0), (36, 0.9555), (43, 0.7661), (44, 0.8361000000000001), (46, 0.6735), (47, 0.8924), (48, 0.9667), (49, 0.8651), (50, 0.8849), (52, 0.989), (53, 0.8593), (54, 0.9275), (55, 0.6805), (56, 0.9946), (57, 0.9968), (58, 0.9785), (59, 1.0)]",0.904735,0.6735,13,0.5,6,4,10,20
2180,Scenario,10000,shifted-gamma,0.5,0.1,14,8,584.8052649,56,2,4,0.98,100,0,0,0.8753,0.3104,0.13,0.0568,59,"[(34, 0.9829), (35, 0.9993), (36, 0.9982), (43, 0.9410000000000001), (44, 0.9813), (46, 0.9995), (47, 0.9686), (48, 0.9997), (49, 0.9922), (50, 0.9997), (52, 0.9977), (56, 0.9991), (57, 0.9992), (58, 0.9999), (59, 0.9971)]",0.99036,0.941,10,0.866666667,9,4,13,15
2181,Deterministic ,10000,shifted-gamma,0.25,0.1,8,8,4.431200027,60,3,6,0.98,0,0,0,2.5624,0.046,0.4802,0.0178,97,"[(30, 0.825), (31, 0.8962), (34, 1.0), (35, 1.0), (36, 0.9474), (43, 0.9924), (44, 0.9738), (47, 0.9812), (48, 1.0), (49, 0.7886), (50, 0.9811), (52, 0.9976), (53, 0.8466), (54, 0.9361), (55, 0.9506), (56, 0.8969), (57, 0.9921), (58, 0.9624), (59, 1.0)]",0.945684211,0.7886,8,0.473684211,3,6,9,19
2182,Scenario,10000,shifted-gamma,0.5,0.1,10,8,539.1938119,55,2,4,0.95,300,0,0,0.669,0.457,0.1359,0.0705,36,"[(34, 1.0), (43, 0.9410000000000001), (50, 0.9867), (52, 0.9955), (56, 0.9679), (57, 1.0), (58, 0.9596)]",0.978671429,0.941,5,0.857142857,5,1,6,7
2183,Scenario,10000,normal,0.5,0.1,14,8,1563.910484,55,3,6,0.98,300,0,0,0.1755,0.153,0.0192,0.02,45,"[(34, 1.0), (35, 1.0), (36, 0.9999), (43, 1.0), (44, 0.9948), (46, 0.9992), (48, 1.0), (49, 0.9998), (50, 1.0), (52, 1.0), (54, 1.0), (55, 0.9909), (57, 1.0), (58, 0.9945)]",0.998507143,0.9909,9,1,9,5,14,14
2184,Scenario,10000,normal,0.25,0.1,8,8,67.67767286,58,2,4,0.95,100,0,0,0.5038,0.1644,0.1017,0.0295,30,"[(30, 0.9997), (31, 0.9407), (32, 0.9967), (33, 0.9987), (34, 1.0), (43, 1.0), (44, 0.9974), (45, 1.0), (49, 1.0), (50, 0.9662), (52, 0.9946), (54, 0.9986), (56, 1.0), (57, 1.0), (58, 1.0), (59, 1.0)]",0.9932875,0.9407,6,0.9375,6,9,15,16
2185,EVT,10000,shifted-gamma,0.1,0.1,18,8,681.1402762,59,1,3,2.05,0,0.1,0.1,0.0614,0.0078,0.1913,0.015,15,"[(30, 0.9966), (31, 0.9682), (32, 1.0), (33, 0.981), (34, 1.0), (35, 1.0), (36, 0.9967), (42, 0.9956), (43, 0.9906), (44, 0.9982), (45, 0.9818), (46, 0.9999), (47, 0.9997), (48, 0.9834), (49, 0.9919), (50, 0.9816), (52, 0.9905), (53, 0.9796), (54, 0.9921), (55, 0.991), (56, 0.9818), (57, 1.0), (58, 0.9796), (59, 0.9931)]",0.9905375,0.9682,17,0.958333333,17,6,23,24
2186,Deterministic ,10000,normal,0.5,0.1,8,8,4.428388119,60,1,3,0.95,0,0,0,34.17,1.7393,0.997,0.3153,204,"[(30, 0.36329999999999996), (31, 0.5724), (34, 0.9986), (35, 1.0), (36, 0.575), (43, 0.6573), (44, 0.6489), (47, 0.6623), (48, 1.0), (49, 0.31599999999999995), (50, 0.7367), (52, 0.8922), (53, 0.4306), (54, 0.5251), (55, 0.6336999999999999), (56, 0.4848), (57, 0.7096), (58, 0.5402), (59, 0.8351)]",0.6622,0.316,8,0.157894737,0,3,3,19
2187,Scenario,10000,normal,0.1,0.1,8,8,308.1525578,58,1,3,0.98,500,0,0,0.2055,0.191,0.0291,0.0354,30,"[(32, 0.9996), (33, 0.9998), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9989), (45, 1.0), (50, 0.98), (52, 0.9936), (53, 1.0), (54, 1.0), (56, 0.9977), (57, 1.0), (58, 0.9927)]",0.997307143,0.98,6,1,6,8,14,14
2188,Scenario,10000,shifted-gamma,0.1,0.1,10,8,279.8937838,58,3,6,0.95,300,0,0,0.5295,0.008,0.1206,0.0015,25,"[(32, 0.9996), (33, 1.0), (34, 0.9488), (35, 0.9994), (36, 0.9525), (43, 0.9999), (44, 1.0), (45, 1.0), (50, 0.9994), (52, 0.9955), (53, 1.0), (54, 1.0), (56, 0.9997), (57, 0.979), (58, 1.0), (59, 1.0)]",0.9921125,0.9488,8,1,8,8,16,16
2189,Scenario,10000,normal,0.25,0.1,16,8,391.4699469,58,3,6,0.98,50,0,0,0.7822,0.0452,0.1741,0.0157,21,"[(30, 0.9966), (31, 0.9853), (32, 1.0), (33, 0.9988), (34, 0.9476), (35, 0.9788), (36, 1.0), (43, 1.0), (45, 1.0), (46, 0.9838), (47, 0.9928), (48, 1.0), (49, 1.0), (50, 1.0), (52, 1.0), (53, 1.0), (54, 0.9874), (55, 0.9776), (56, 0.987), (57, 1.0), (58, 0.9672), (59, 1.0)]",0.991040909,0.9476,14,0.909090909,13,7,20,22
2190,Scenario,10000,normal,0.5,0.1,10,8,560.218678,56,3,6,0.95,300,0,0,0.1477,0.1292,0.0426,0.0351,15,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 0.9817), (52, 0.9999), (54, 1.0), (56, 0.983), (57, 1.0), (58, 0.9856)]",0.994466667,0.9817,6,1,6,3,9,9
2191,Scenario,10000,normal,0.25,0.1,8,8,64.51655388,58,2,4,0.98,100,0,0,0.6591,0.0416,0.087,0.0076,60,"[(30, 0.9927), (31, 1.0), (32, 0.9984), (33, 0.984), (34, 0.9997), (43, 1.0), (44, 0.9763), (45, 0.9988), (49, 0.9999), (50, 0.977), (52, 0.9799), (54, 0.9935), (56, 1.0), (57, 1.0), (58, 0.9883), (59, 1.0)]",0.99303125,0.9763,6,1,6,10,16,16
2192,Scenario,10000,normal,0.5,0.1,10,8,969.8907921,56,2,4,0.95,500,0,0,0.1332,0.0224,0.046,0.0067,9,"[(34, 1.0), (43, 1.0), (44, 0.9999), (50, 0.9829), (52, 0.9855), (54, 1.0), (56, 0.9989), (57, 1.0), (58, 1.0)]",0.996355556,0.9829,6,1,6,3,9,9
2193,Scenario,10000,normal,0.25,0.1,12,8,195.223969,58,2,4,0.98,100,0,0,0.8993,0.1234,0.1294,0.0228,55,"[(30, 0.9927), (31, 1.0), (34, 1.0), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9927), (48, 0.9997), (49, 1.0), (50, 0.9998), (52, 0.9686), (53, 0.9927), (54, 0.9785), (56, 1.0), (57, 1.0), (58, 0.9429), (59, 1.0)]",0.991327778,0.9429,10,0.888888889,8,8,16,18
2194,Scenario,10000,normal,0.25,0.1,18,8,867.796586,59,1,3,0.95,10,0,0,11.8308,0.4896,0.7861,0.0733,110,"[(30, 0.9279), (31, 0.9774), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9906), (42, 0.9687), (43, 0.8448), (44, 0.9763), (45, 0.8377), (46, 0.9767), (47, 1.0), (48, 0.9905), (49, 0.7999), (50, 0.9379), (52, 0.6891), (53, 0.9297), (54, 0.9472), (55, 0.9991), (56, 0.9601), (57, 0.9998), (58, 0.9713), (59, 0.9497)]",0.918895833,0.6697,17,0.583333333,11,3,14,24
2195,EVT,10000,shifted-gamma,0.25,0.1,8,8,20.1800921,59,1,3,1.64,0,0.25,0.1,0.493,0.0435,0.2848,0.0185,70,"[(34, 0.9682), (35, 1.0), (36, 0.9597), (43, 0.957), (44, 0.9738), (50, 0.9446), (52, 1.0), (53, 0.9973), (54, 0.9498), (56, 0.9867), (57, 0.9605), (58, 0.9699), (59, 0.9782)]",0.972746154,0.9446,7,0.923076923,7,5,12,13
2196,Scenario,10000,normal,0.1,0.1,8,8,7.411789894,60,2,4,0.95,10,0,0,1.9799,0.1615,0.3318,0.0257,42,"[(30, 1.0), (31, 0.9977), (32, 0.9782), (33, 0.9852), (34, 1.0), (35, 1.0), (36, 0.9601), (43, 0.8927), (44, 0.9989), (45, 0.9953), (47, 0.9922), (48, 1.0), (49, 0.9828), (50, 0.9991), (52, 0.9994), (53, 0.9934), (54, 0.9076), (55, 0.9529), (56, 0.9986), (57, 1.0), (58, 0.9333), (59, 0.9811)]",0.979477273,0.8927,8,0.863636364,6,13,19,22
2197,Scenario,10000,shifted-gamma,0.25,0.1,18,8,2515.653905,58,1,3,0.98,100,0,0,1.0959,0.3136,0.1664,0.0569,60,"[(30, 0.9973), (31, 0.9937), (32, 0.9916), (33, 1.0), (34, 0.9999), (35, 0.9992), (36, 1.0), (42, 0.9964), (43, 0.9946), (44, 0.996), (45, 0.9914), (46, 0.9978), (47, 0.977), (48, 1.0), (49, 0.9982), (50, 0.9884), (52, 0.9753000000000001), (53, 0.983), (54, 0.9646), (56, 0.9784), (57, 1.0), (58, 0.9783), (59, 0.9921)]",0.991008696,0.9646,16,0.956521739,15,7,22,23
2198,Scenario,10000,normal,0.25,0.1,18,8,6197.511347,59,1,3,0.98,100,0,0,1.133,0.213,0.1771,0.0415,45,"[(30, 0.9927), (31, 0.9998), (32, 1.0), (33, 0.9836), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9777), (43, 0.9767), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9928), (48, 0.9997), (49, 0.9911), (50, 0.9833), (52, 0.9981), (53, 0.9905), (54, 0.9672), (55, 0.9991), (56, 0.9917), (57, 0.9807), (58, 0.9799), (59, 1.0)]",0.990808333,0.9672,17,0.958333333,16,7,23,24
2199,EVT,10000,shifted-gamma,0.25,0.1,14,8,79.97184587,59,3,6,2.05,0,0.25,0.1,0.6085,0.0005,0.2492,0.0004,65,"[(30, 0.9782), (31, 0.9723), (32, 0.958), (33, 0.9907), (34, 0.9962), (35, 1.0), (36, 0.9844), (43, 0.9899), (44, 0.9738), (45, 0.9903), (46, 1.0), (47, 0.9972), (48, 1.0), (49, 0.9918), (50, 0.9683), (52, 0.9968), (53, 0.9998), (54, 0.979), (55, 0.9868), (56, 0.9601999999999999), (57, 0.9921), (58, 0.9862), (59, 0.9751)]",0.985526087,0.958,13,0.782608696,11,7,18,23
2200,EVT,10000,normal,0.5,0.1,14,8,162.944557,57,1,3,1.64,0,0.5,0.1,0.6398,0.0116,0.3464,0.0177,55,"[(30, 0.9566), (31, 0.9574), (34, 0.9735), (35, 1.0), (36, 0.9634), (43, 0.9771), (44, 0.9762), (46, 0.9625), (47, 0.9778), (48, 0.9874), (49, 0.9552), (50, 0.957), (52, 0.9987), (53, 0.9616), (56, 0.985), (57, 0.9777), (58, 0.9611), (59, 0.9988)]",0.973722222,0.9552,11,1,11,7,18,18
2201,Deterministic ,10000,normal,0.1,0.1,14,8,75.34183693,59,3,6,0.95,0,0,0,0.0637,0.0002,0.1245,0.0008,10,"[(30, 0.9835), (31, 0.9976), (34, 1.0), (35, 1.0), (36, 0.9785), (43, 0.9987), (44, 1.0), (46, 0.9344), (47, 1.0), (49, 0.9961), (50, 0.9943), (51, 1.0), (52, 1.0), (53, 1.0), (54, 1.0), (55, 0.9942), (56, 0.9774), (57, 0.9996), (58, 1.0), (59, 0.9927)]",0.99235,0.9344,13,0.95,12,7,19,20
2202,Deterministic ,10000,normal,0.25,0.1,10,8,5.845183849,59,3,6,0.98,0,0,0,2.0035,0.013,0.5334,0.0114,50,"[(30, 0.7731), (31, 0.9065), (32, 0.9471), (33, 0.9976), (34, 1.0), (35, 1.0), (36, 0.9643), (43, 0.9991), (44, 0.9919), (45, 1.0), (49, 0.8195), (50, 0.9877), (52, 0.8831), (53, 0.8504), (54, 0.9499), (55, 0.9768), (56, 1.0), (57, 1.0), (58, 0.8893), (59, 0.9888)]",0.946255,0.7731,9,0.55,5,6,11,20
2203,Deterministic ,10000,shifted-gamma,0.1,0.1,14,8,89.38701081,59,1,3,0.98,0,0,0,2.493,0.0583,0.8874,0.0957,45,"[(30, 0.7159), (31, 0.8167), (34, 1.0), (35, 1.0), (36, 0.714), (43, 0.8367), (44, 0.9545), (46, 0.5986), (47, 0.9997), (49, 0.8989), (50, 0.7693), (51, 0.9338), (52, 0.9997), (53, 0.9982), (54, 0.9115), (55, 0.8038), (56, 0.663), (57, 0.8575), (58, 0.9997), (59, 0.7972)]",0.863435,0.5986,13,0.3,4,2,6,20
2204,Scenario,10000,normal,0.1,0.1,18,8,565.980762,59,2,4,0.95,10,0,0,2.3504,1.0535,0.4014,0.1784,30,"[(30, 0.9771), (31, 0.9184), (32, 1.0), (33, 1.0), (34, 1.0), (35, 0.9271), (36, 0.9908), (42, 0.9519), (43, 1.0), (45, 0.9807), (46, 0.996), (47, 0.9999), (48, 1.0), (49, 0.9991), (50, 0.9604), (51, 0.9987), (52, 0.9986), (53, 0.9323), (54, 0.9727), (55, 1.0), (56, 0.9558), (57, 0.9925), (58, 0.879), (59, 0.9811)]",0.975504167,0.879,17,0.833333333,15,5,20,24
2205,Scenario,10000,normal,0.5,0.1,16,8,3963.351973,55,3,6,0.95,300,0,0,0.5933,0.1072,0.1467,0.0418,50,"[(30, 1.0), (31, 0.9658), (34, 1.0), (35, 1.0), (36, 0.9999), (43, 0.9578), (44, 1.0), (45, 0.9998), (46, 0.9480999999999999), (48, 1.0), (49, 0.9916), (50, 1.0), (52, 1.0), (55, 0.9981), (56, 0.9806), (57, 1.0), (58, 0.9918)]",0.990205882,0.9481,11,1,11,6,17,17
2206,EVT,10000,shifted-gamma,0.25,0.1,16,8,160.70697,58,1,3,2.05,0,0.25,0.1,0.3186,0.0005,0.2098,0.0025,45,"[(30, 0.9782), (31, 0.9839), (32, 0.9734), (33, 0.9675), (34, 0.9999), (35, 1.0), (36, 0.9876), (43, 0.9899), (44, 0.982), (45, 0.9983), (46, 1.0), (47, 1.0), (48, 0.9909), (49, 1.0), (50, 0.9788), (52, 0.9942), (53, 0.9767), (54, 1.0), (56, 0.9806), (57, 0.9981), (58, 0.9783), (59, 0.9914)]",0.988622727,0.9675,14,0.909090909,14,6,20,22
2207,Scenario,10000,normal,0.25,0.1,10,8,38.61234307,58,3,6,0.98,50,0,0,0.3584,0.072,0.0828,0.0144,18,"[(32, 1.0), (33, 0.9987), (34, 0.9476), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 1.0), (45, 1.0), (50, 0.9848), (52, 1.0), (53, 1.0), (54, 1.0), (56, 0.9997), (57, 1.0), (58, 0.9996), (59, 1.0)]",0.994325,0.9476,8,0.9375,8,7,15,16
2208,Scenario,10000,shifted-gamma,0.25,0.1,8,8,10.29610205,59,3,6,0.98,10,0,0,6.0098,0.0405,0.5292,0.005,158,"[(32, 0.9836), (33, 0.9995), (34, 0.9137), (35, 1.0), (36, 0.9727), (43, 0.9174), (44, 0.9866), (45, 0.9903), (50, 0.7945), (52, 0.8599), (53, 1.0), (54, 0.9991), (56, 0.8851), (57, 0.9996), (58, 0.9865), (59, 0.8628)]",0.94695625,0.7945,7,0.5625,4,5,9,16
2209,Scenario,10000,shifted-gamma,0.5,0.1,8,8,13.39939308,58,1,3,0.95,10,0,0,6.0516,0.1727,0.642,0.0295,169,"[(34, 0.9932), (35, 0.9997), (36, 0.9607), (43, 0.8843), (44, 0.9661), (50, 0.89), (52, 0.9395), (54, 0.9238999999999999), (56, 0.9638), (57, 0.6412), (58, 0.8205), (59, 0.9634)]",0.912191667,0.6412,6,0.5,2,4,6,12
2210,Scenario,10000,normal,0.1,0.1,8,8,259.7151902,58,1,3,0.95,500,0,0,0.764,0.19,0.0855,0.0353,45,"[(32, 0.9998), (33, 0.9852), (35, 1.0), (36, 1.0), (43, 1.0), (44, 1.0), (45, 0.9953), (50, 0.9516), (52, 0.9976), (53, 1.0), (54, 1.0), (56, 0.9675), (57, 1.0), (58, 0.971)]",0.990571429,0.9516,6,1,6,8,14,14
2211,Scenario,10000,normal,0.5,0.1,16,8,294.0825491,58,1,3,0.98,10,0,0,14.1151,1.0799,0.8026,0.1674,162,"[(30, 0.6372), (31, 0.9945), (34, 0.845), (35, 1.0), (36, 0.9709), (43, 0.9149), (44, 0.8361000000000001), (45, 0.9587), (46, 0.9584), (47, 0.944), (48, 0.9667), (49, 0.7525999999999999), (50, 0.9353), (52, 0.9299999999999999), (53, 0.9873), (54, 0.8355), (56, 0.7388), (57, 0.9968), (58, 0.8844), (59, 0.9302)]",0.900865,0.6372,14,0.2,2,2,4,20
2212,Scenario,10000,normal,0.5,0.1,10,8,458.2906251,56,3,6,0.98,300,0,0,0.0328,0.0327,0.0119,0.0071,9,"[(34, 1.0), (43, 1.0), (44, 1.0), (50, 0.9982), (52, 0.9999), (54, 1.0), (56, 0.996), (57, 1.0), (58, 0.9973)]",0.999044444,0.996,6,1,6,3,9,9
2213,EVT,10000,normal,0.5,0.1,18,8,1194.424615,57,1,3,1.64,0,0.5,0.1,0.7882,0.0316,0.4098,0.0341,48,"[(30, 0.9787), (31, 0.9574), (32, 0.9592), (33, 0.9616), (34, 0.9986), (35, 1.0), (36, 0.9634), (42, 0.9805), (43, 0.9771), (45, 0.98), (46, 0.9685), (47, 0.9606), (48, 0.9874), (49, 0.956), (50, 0.9664), (51, 0.9497), (52, 1.0), (53, 0.9786), (56, 0.9697), (57, 0.9751), (58, 0.9738), (59, 0.9883)]",0.974118182,0.9497,15,1,15,7,22,22
2214,Scenario,10000,shifted-gamma,0.1,0.1,10,8,274.6039782,58,1,3,0.98,300,0,0,0.6208,0.015,0.1267,0.0029,40,"[(30, 1.0), (31, 0.9849), (32, 0.9952), (33, 0.9759), (34, 0.9488), (35, 0.9935), (36, 0.9847), (43, 1.0), (44, 0.9994), (45, 1.0), (49, 1.0), (50, 0.9846), (52, 0.9972), (53, 1.0), (54, 0.9993), (56, 0.9973), (57, 1.0), (58, 0.9951), (59, 1.0)]",0.992415789,0.9488,8,0.947368421,8,10,18,19
2215,Scenario,10000,normal,0.25,0.1,8,8,176.7012939,58,1,3,0.98,100,0,0,0.4085,0.0479,0.1,0.0103,20,"[(30, 0.9983), (31, 0.9774), (34, 0.9964), (43, 1.0), (44, 0.9763), (49, 0.9798), (50, 0.9998), (52, 1.0), (54, 0.9737), (56, 0.9912), (57, 1.0), (58, 1.0), (59, 1.0)]",0.991761538,0.9737,6,0.923076923,5,7,12,13
2216,Scenario,10000,normal,0.25,0.1,12,8,121.501667,58,1,3,0.98,100,0,0,0.4769,0.098,0.0868,0.0191,20,"[(30, 0.9988), (31, 1.0), (34, 0.9997), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9763), (47, 0.9997), (48, 0.9997), (49, 1.0), (50, 0.9825), (52, 1.0), (53, 1.0), (54, 0.9999), (56, 0.9926), (57, 1.0), (58, 0.958), (59, 1.0)]",0.994844444,0.958,10,0.944444444,9,8,17,18
2217,Scenario,10000,shifted-gamma,0.1,0.1,18,8,1350.784892,59,3,6,0.95,10,0,0,2.8021,0.0356,0.4813,0.0062,40,"[(30, 0.9873), (31, 0.9872), (32, 1.0), (33, 0.9969), (34, 0.9456), (35, 1.0), (36, 0.9559), (42, 0.9936), (43, 0.9976), (45, 0.9998), (46, 0.8516), (47, 1.0), (48, 1.0), (49, 0.9909), (50, 0.9108), (51, 0.8513999999999999), (52, 0.999), (53, 0.9221), (54, 0.9325), (55, 0.9849), (56, 0.9626), (57, 0.9979), (58, 0.9649), (59, 1.0)]",0.968020833,0.8514,17,0.791666667,12,7,19,24
2218,EVT,10000,shifted-gamma,0.1,0.1,14,8,155.3985138,59,1,3,2.05,0,0.1,0.1,0.0809,0.004,0.1381,0.0053,20,"[(30, 0.9982), (31, 0.9967), (34, 0.9833), (35, 1.0), (36, 0.9817), (43, 0.9783), (44, 0.9982), (46, 1.0), (47, 0.9974), (48, 1.0), (49, 0.9993), (50, 0.9848), (52, 0.9849), (53, 0.9986), (54, 0.987), (55, 0.979), (56, 0.9908), (57, 0.9996), (58, 1.0), (59, 0.9806)]",0.99192,0.9783,13,1,13,7,20,20
2219,Scenario,10000,shifted-gamma,0.25,0.1,12,8,502.3724902,58,1,3,0.98,300,0,0,0.8813,0.1954,0.0993,0.038,85,"[(34, 0.9939), (35, 1.0), (36, 0.998), (43, 1.0), (44, 0.9866), (47, 0.977), (48, 1.0), (49, 0.9738), (50, 0.9922), (52, 0.9996), (53, 0.983), (54, 0.9951), (56, 0.9666), (57, 1.0), (58, 0.9991), (59, 1.0)]",0.99155625,0.9666,10,0.875,8,6,14,16
2220,Scenario,10000,shifted-gamma,0.1,0.1,8,8,254.26106,59,1,3,0.98,500,0,0,0.1853,0.237,0.0302,0.0429,30,"[(32, 0.9929), (33, 0.9996), (34, 0.9999), (35, 1.0), (36, 1.0), (43, 1.0), (44, 0.9906), (45, 1.0), (50, 1.0), (52, 0.9946), (53, 1.0), (54, 1.0), (56, 1.0), (57, 1.0), (58, 0.9884), (59, 1.0)]",0.997875,0.9884,7,1,7,9,16,16
2221,Scenario,10000,normal,0.5,0.1,14,8,1470.465535,55,3,6,0.95,300,0,0,0.7462,0.151,0.0913,0.0261,40,"[(30, 0.9994), (31, 0.9809), (34, 1.0), (35, 1.0), (36, 0.9999), (43, 1.0), (44, 0.9621), (46, 0.9992), (48, 1.0), (49, 1.0), (50, 1.0), (52, 0.9997), (54, 1.0), (55, 0.9685), (57, 1.0), (58, 0.9928)]",0.99390625,0.9621,9,1,9,7,16,16
2222,Scenario,10000,normal,0.25,0.1,18,8,1875.108758,59,2,4,0.98,100,0,0,0.5755,0.1229,0.1,0.0209,30,"[(30, 0.986), (31, 0.9998), (32, 0.9984), (33, 0.984), (34, 0.9997), (35, 1.0), (36, 1.0), (42, 0.9997), (43, 0.9975), (44, 0.9763), (45, 0.9988), (46, 1.0), (47, 0.9895), (48, 0.9997), (49, 0.993), (50, 0.9971), (52, 0.9799), (53, 1.0), (54, 0.9935), (55, 0.9991), (56, 0.9992), (57, 0.997), (58, 0.9963), (59, 1.0)]",0.9951875,0.9763,17,1,17,7,24,24
2223,Scenario,10000,normal,0.25,0.1,12,8,88.29584098,58,3,6,0.98,50,0,0,0.5174,0.0345,0.1406,0.0069,16,"[(30, 0.9429), (31, 0.9853), (34, 0.9476), (35, 0.9788), (36, 1.0), (43, 1.0), (44, 1.0), (47, 0.9928), (48, 1.0), (49, 0.9979), (50, 1.0), (52, 1.0), (53, 1.0), (54, 1.0), (56, 1.0), (57, 1.0), (58, 0.9863), (59, 1.0)]",0.990644444,0.9429,10,0.888888889,10,6,16,18
2224,Deterministic ,10000,normal,0.1,0.1,14,8,75.30898714,59,1,3,0.98,0,0,0,2.183,0.0505,0.8888,0.0873,30,"[(30, 0.7113), (31, 0.8181), (34, 1.0), (35, 1.0), (36, 0.7106), (43, 0.8362), (44, 0.9759), (46, 0.602), (47, 1.0), (49, 0.9027000000000001), (50, 0.7593), (51, 0.9544), (52, 0.9998), (53, 1.0), (54, 0.9138), (55, 0.7997), (56, 0.6606000000000001), (57, 0.8556), (58, 0.9998), (59, 0.7948)]",0.86473,0.602,13,0.35,4,3,7,20
2225,EVT,10000,shifted-gamma,0.1,0.1,10,8,14.30130601,59,1,3,2.05,0,0.1,0.1,0.0882,0.001,0.1401,0.0002,20,"[(30, 1.0), (31, 0.9682), (34, 0.9833), (35, 1.0), (36, 0.9817), (43, 0.9781), (44, 0.9982), (49, 0.9924), (50, 0.9848), (52, 0.9924), (53, 0.9986), (54, 0.987), (55, 0.979), (56, 0.9908), (57, 1.0), (58, 0.996), (59, 0.9996)]",0.990005882,0.9682,9,0.941176471,9,7,16,17
2226,Deterministic ,10000,shifted-gamma,0.25,0.1,8,8,5.01749301,60,3,6,0.98,0,0,0,2.5624,0.046,0.4802,0.0178,97,"[(30, 0.825), (31, 0.8962), (34, 1.0), (35, 1.0), (36, 0.9474), (43, 0.9924), (44, 0.9738), (47, 0.9812), (48, 1.0), (49, 0.7886), (50, 0.9811), (52, 0.9976), (53, 0.8466), (54, 0.9361), (55, 0.9506), (56, 0.8969), (57, 0.9921), (58, 0.9624), (59, 1.0)]",0.945684211,0.7886,8,0.473684211,3,6,9,19
2227,Scenario,10000,shifted-gamma,0.1,0.1,18,8,880.653754,59,1,3,0.95,10,0,0,3.0333,0.0673,0.4919,0.0162,45,"[(30, 1.0), (31, 0.9349), (32, 0.9489), (33, 0.9311), (34, 0.9456), (35, 1.0), (36, 0.9599), (42, 0.9585), (43, 0.9095), (45, 0.9796), (46, 1.0), (47, 1.0), (48, 0.9448), (49, 0.9787), (50, 0.9964), (51, 0.9781), (52, 0.9359), (53, 0.9776), (54, 0.8694), (55, 0.9697), (56, 0.9921), (57, 1.0), (58, 0.9999), (59, 0.9997)]",0.967095833,0.8694,17,0.75,13,5,18,24
2228,Scenario,10000,normal,0.5,0.1,18,8,349.136138,59,2,4,0.98,10,0,0,23.6388,2.5335,0.9067,0.2576,182,"[(30, 0.5611999999999999), (31, 0.9945), (32, 0.9986), (33, 0.9966), (34, 0.9897), (35, 1.0), (36, 0.9501), (42, 0.6809000000000001), (43, 0.9191), (44, 0.7211000000000001), (45, 0.9929), (46, 0.7004), (47, 0.773), (48, 0.9667), (49, 0.7505), (50, 0.7141), (52, 0.9592), (53, 0.9674), (54, 0.9474), (55, 0.8359), (56, 0.978), (57, 0.9236), (58, 0.9139), (59, 1.0)]",0.884783333,0.5612,17,0.333333333,3,5,8,24
2229,Scenario,10000,normal,0.25,0.1,14,8,330.9818351,59,1,3,0.95,10,0,0,10.5757,0.231,0.7642,0.0307,100,"[(30, 0.967), (31, 0.9853), (32, 0.7877000000000001), (33, 0.6697), (34, 0.9217), (35, 1.0), (36, 0.9596), (43, 0.9949), (44, 0.9763), (45, 0.8377), (46, 1.0), (47, 1.0), (48, 0.9998), (49, 0.794), (50, 0.9662), (52, 0.6891), (53, 0.9656), (54, 0.9962), (55, 0.9359999999999999), (56, 0.9898), (57, 0.8525), (58, 0.9817), (59, 0.9935)]",0.924534783,0.6697,13,0.652173913,9,6,15,23
2230,Scenario,10000,shifted-gamma,0.5,0.1,10,8,27.93171501,57,1,3,0.95,10,0,0,6.8055,0.0246,0.4738,0.0024,150,"[(34, 0.9932), (35, 0.9997), (36, 0.8158), (43, 0.8843), (44, 0.9661), (50, 0.9943), (52, 0.9395), (54, 0.9919), (56, 0.9452), (57, 0.996), (58, 0.946), (59, 0.7746)]",0.937216667,0.7746,7,0.666666667,5,3,8,12
