Column1,Method,NumSimulationScenario,Distribution,TravelCov,ScenarioCov,NewPatients,ActiveAides,TotalSolvingTime,AcceptedPatients,AllowedDelay,Overtime,AssignedServiceLevel/NumberStd,Scenario,ApproximationTCov,ApproximationSCov,AverageTotalLateness,AverageTotalOvertime,AverageRunLateness,AverageRunOvertime,MaximumTotalLateness,RealServiceLevel,MeanServiceLevel,MinServiceLevel,TotalAccpetedNewPatient,FractionOnTimeServedPatient,OnTimeNewPatient,OnTimeOldPatient,OnTimeTotalPatient,TotalScheduledPatient
72,Scenario,10000,normal,0.25,0.1,40,20,6198.637379,60,1,3,0.98,100,0,0,0.5676,0.103,0.4573,0.1468,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9757), (7, 0.9712), (11, 1.0), (12, 0.998), (15, 0.9956), (16, 1.0), (17, 0.9773), (18, 0.9802), (19, 0.9937), (20, 1.0), (21, 0.9872), (22, 0.9994), (23, 0.9518), (24, 0.9931), (25, 1.0), (26, 0.999), (27, 0.9854), (28, 1.0), (29, 1.0), (30, 0.9712), (31, 1.0), (32, 1.0), (33, 0.9459), (34, 1.0), (35, 0.9986), (36, 0.9472), (37, 0.9936), (38, 1.0), (39, 0.9746), (40, 0.991), (41, 1.0), (42, 0.9878), (43, 1.0), (44, 0.9916), (45, 0.902), (46, 0.9811), (47, 1.0), (48, 1.0), (49, 1.0), (50, 0.969), (51, 0.9912), (52, 1.0), (53, 0.9855), (54, 1.0), (55, 0.9683), (56, 0.9975), (57, 1.0), (58, 0.9997), (59, 1.0)]",0.988309091,0.902,40,0.818181818,32,13,45,55
73,EVT,10000,normal,0.25,0.1,25,20,451.843859,60,1,3,2.05,0,0.25,0.1,0.1538,0.004,0.2397,0.0112,20,"[(0, 0.9867), (1, 0.9987), (2, 0.9928), (3, 0.991), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9862), (11, 0.9946), (12, 0.9888), (15, 0.9955), (16, 0.998), (17, 0.9828), (18, 0.9966), (19, 0.9802), (20, 0.9967), (30, 0.984), (31, 0.9879), (34, 0.9848), (35, 0.9966), (36, 0.9943), (37, 0.9923), (38, 1.0), (39, 0.9948), (40, 0.9973), (41, 0.993), (42, 0.9874), (43, 0.999), (44, 1.0), (45, 0.983), (46, 0.9961), (47, 0.9959), (48, 0.9985), (49, 0.987), (50, 1.0), (51, 0.9912), (52, 0.983), (53, 1.0), (54, 0.9941), (55, 0.9901), (56, 0.9976), (57, 1.0), (58, 0.9939), (59, 1.0)]",0.993395455,0.9802,25,1,25,19,44,44
74,Scenario,10000,normal,0.25,0.1,25,20,81.5052731,60,1,3,0.98,10,0,0,2.1239,0.0128,0.8704,0.0081,46,"[(3, 0.9095), (4, 0.999), (5, 1.0), (6, 1.0), (7, 1.0), (11, 0.992), (12, 0.9547), (15, 0.9571), (16, 0.9984), (19, 0.9468), (20, 0.9761), (30, 0.9988), (31, 0.9627), (32, 0.8859), (33, 0.9142), (34, 1.0), (35, 1.0), (36, 0.9991), (37, 0.9651), (38, 1.0), (39, 0.9563), (40, 0.991), (41, 0.7545), (42, 0.951), (43, 0.9083), (44, 0.9438), (45, 0.777), (46, 0.9626), (47, 0.9762), (48, 0.7847), (49, 0.9776), (50, 0.9775), (51, 0.9472), (52, 0.9757), (53, 0.9295), (54, 0.9313), (55, 0.9774), (56, 0.953), (57, 0.9987), (58, 0.9785), (59, 0.7626)]",0.948141463,0.7545,25,0.487804878,11,9,20,41
75,Scenario,10000,normal,0.25,0.1,35,20,239.8315821,60,1,3,0.98,10,0,0,5.9098,0.0133,0.9858,0.0147,70,"[(0, 0.9478), (1, 0.9798), (2, 0.9314), (3, 0.9946), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9514), (8, 1.0), (9, 0.9436), (10, 1.0), (11, 0.992), (12, 0.9547), (13, 0.8466), (14, 0.8345), (15, 0.9571), (16, 0.9984), (17, 0.9573), (18, 0.9075), (24, 0.9757), (25, 1.0), (26, 1.0), (27, 0.9356), (28, 1.0), (29, 0.4497), (30, 0.9543), (31, 0.9563), (32, 0.9842), (33, 0.9906), (34, 0.9988), (35, 0.9941), (36, 0.9839), (37, 0.8359), (38, 0.9956), (39, 0.9448), (40, 1.0), (41, 0.7129), (42, 0.8542), (43, 0.7761), (44, 0.841), (45, 0.7965), (46, 0.8998), (47, 1.0), (48, 0.5109), (49, 0.8589), (50, 0.9873), (51, 1.0), (52, 0.9997), (53, 0.8639), (54, 0.9815), (55, 0.9774), (56, 0.9556), (57, 0.8266), (58, 0.9671), (59, 0.7626)]",0.92304,0.4497,35,0.472727273,16,10,26,55
76,Scenario,10000,normal,0.25,0.1,35,20,5414.621785,60,1,3,0.98,100,0,0,0.7758,0.0636,0.6127,0.0952,35,"[(3, 1.0), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9341), (11, 0.9265), (12, 0.9547), (15, 1.0), (16, 0.9984), (19, 0.9613), (20, 0.9967), (24, 0.9886), (25, 1.0), (26, 0.9758), (27, 1.0), (28, 0.9726), (29, 1.0), (30, 0.998), (31, 0.9964), (32, 0.9685), (33, 0.9585), (34, 1.0), (35, 0.9339), (36, 0.9999), (37, 0.9963), (38, 1.0), (39, 0.9432), (40, 0.9678), (41, 0.9468), (42, 1.0), (43, 1.0), (44, 1.0), (45, 0.9719), (46, 1.0), (47, 0.9995), (48, 0.9772), (49, 0.955), (50, 0.997), (51, 0.978), (52, 0.9556), (53, 0.9798), (54, 0.9076), (55, 0.9141), (56, 0.9999), (57, 0.9987), (58, 0.9917), (59, 0.9515)]",0.97807234,0.9076,35,0.617021277,22,7,29,47
77,Scenario,10000,normal,0.25,0.1,20,20,965.9800239,60,1,3,0.98,100,0,0,0.53,0.0205,0.4759,0.129,40,"[(3, 1.0), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9887), (11, 0.9679), (12, 0.9547), (15, 1.0), (16, 0.998), (30, 1.0), (31, 1.0), (32, 1.0), (33, 0.9634), (34, 1.0), (35, 0.9993), (36, 0.9999), (40, 0.9591), (41, 1.0), (42, 0.9935), (43, 0.9369), (44, 0.903), (45, 0.9796), (46, 1.0), (47, 0.9526), (48, 0.9985), (49, 0.987), (50, 0.9742), (51, 0.9912), (52, 0.9939), (53, 0.955), (54, 0.953), (55, 0.996), (56, 0.9346), (57, 1.0), (58, 0.9803), (59, 0.9781)]",0.980897222,0.903,20,0.666666667,12,12,24,36
78,EVT,10000,normal,0.25,0.1,35,20,1239.038155,60,1,3,2.05,0,0.25,0.1,0.2032,0.0055,0.2787,0.0151,30,"[(0, 0.9786), (1, 0.9987), (2, 0.9999), (3, 0.991), (4, 0.999), (5, 1.0), (6, 0.9989), (7, 0.9808), (8, 0.9884), (9, 0.9995), (10, 1.0), (11, 0.9974), (12, 0.9846), (15, 0.9973), (16, 0.9984), (17, 0.9911), (18, 0.9966), (19, 0.9802), (20, 0.9967), (24, 1.0), (25, 0.9994), (26, 0.9999), (27, 0.9896), (28, 0.9953), (29, 0.9899), (30, 0.9893), (31, 0.9905), (32, 0.9859), (33, 0.9985), (34, 1.0), (35, 0.9987), (36, 0.982), (37, 0.9904), (38, 0.9966), (39, 0.9936), (40, 0.9996), (41, 0.9999), (42, 0.9938), (43, 0.9943), (44, 1.0), (45, 0.9999), (46, 0.9941), (47, 0.9915), (48, 1.0), (49, 0.9915), (50, 0.9802), (51, 0.9963), (52, 0.983), (53, 0.986), (54, 0.9941), (55, 0.994), (56, 0.9985), (57, 0.9989), (58, 0.9862), (59, 1.0)]",0.993790909,0.9786,35,1,35,20,55,55
79,Deterministic ,10000,normal,0.25,0.1,35,20,57.02027512,60,1,3,0.98,0,0,0,46.6939,1.6824,1,0.3602,224,"[(0, 0.5565), (1, 0.8407), (2, 0.5045999999999999), (3, 0.49970000000000003), (4, 0.8260000000000001), (5, 1.0), (6, 1.0), (7, 0.5772999999999999), (8, 1.0), (9, 0.7351), (10, 1.0), (11, 0.4919), (12, 0.5395), (13, 0.6538999999999999), (14, 1.0), (17, 0.6038), (18, 0.751), (19, 0.5728), (20, 0.7455), (24, 1.0), (25, 0.9789), (26, 1.0), (27, 0.8854), (28, 0.7599), (29, 0.9769), (30, 0.794), (31, 0.7168), (32, 0.6064), (33, 0.7262), (34, 0.8982), (35, 1.0), (36, 0.47540000000000004), (37, 0.9926), (38, 0.8449), (39, 0.6279), (40, 0.9751), (41, 0.8385), (42, 0.5226999999999999), (43, 0.7103999999999999), (44, 1.0), (45, 0.6702), (46, 0.657), (47, 0.9754), (48, 0.8396), (49, 1.0), (50, 0.8361000000000001), (51, 0.6644), (52, 0.7733), (53, 0.8038), (54, 0.729), (55, 0.6960999999999999), (56, 0.7883), (57, 0.9756), (58, 0.4828), (59, 0.5845)]",0.776447273,0.4754,35,0.290909091,10,6,16,55
80,Deterministic ,10000,normal,0.25,0.1,25,20,20.95655799,60,1,3,0.98,0,0,0,25.6424,0.347,0.9995,0.1304,205,"[(0, 0.5565), (1, 0.8407), (2, 0.5045999999999999), (3, 0.6826), (4, 0.8260000000000001), (5, 1.0), (6, 1.0), (7, 0.6491), (11, 0.6482), (12, 0.9547), (13, 0.6442), (14, 1.0), (15, 1.0), (16, 0.9984), (30, 0.4565), (31, 0.6712), (34, 1.0), (35, 0.7478), (36, 0.6209), (37, 0.8819), (38, 0.8575), (39, 0.4142), (40, 0.5881000000000001), (41, 0.9773), (42, 0.5386), (43, 0.7475), (44, 1.0), (45, 0.6702), (46, 0.5919), (47, 0.6847), (48, 0.7599), (49, 0.8944), (50, 1.0), (51, 0.7865), (52, 0.9957), (53, 0.9802), (54, 0.753), (55, 0.5283), (56, 0.8004), (57, 0.8266), (58, 1.0), (59, 0.7904)]",0.782588095,0.4142,25,0.285714286,6,6,12,42
81,Scenario,10000,normal,0.25,0.1,35,20,5603.194536,60,1,3,0.98,100,0,0,0.7758,0.0636,0.6127,0.0952,35,"[(3, 1.0), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9341), (11, 0.9265), (12, 0.9547), (15, 1.0), (16, 0.9984), (19, 0.9613), (20, 0.9967), (24, 0.9886), (25, 1.0), (26, 0.9758), (27, 1.0), (28, 0.9726), (29, 1.0), (30, 0.998), (31, 0.9964), (32, 0.9685), (33, 0.9585), (34, 1.0), (35, 0.9339), (36, 0.9999), (37, 0.9963), (38, 1.0), (39, 0.9432), (40, 0.9678), (41, 0.9468), (42, 1.0), (43, 1.0), (44, 1.0), (45, 0.9719), (46, 1.0), (47, 0.9995), (48, 0.9772), (49, 0.955), (50, 0.997), (51, 0.978), (52, 0.9556), (53, 0.9798), (54, 0.9076), (55, 0.9141), (56, 0.9999), (57, 0.9987), (58, 0.9917), (59, 0.9515)]",0.97807234,0.9076,35,0.617021277,22,7,29,47
82,Deterministic ,10000,normal,0.25,0.1,20,20,35.5261209,60,1,3,0.98,0,0,0,19.2837,1.0534,0.9997,0.2166,118,"[(0, 0.9702), (1, 0.8407), (2, 0.7857000000000001), (3, 0.6716), (4, 0.8260000000000001), (5, 1.0), (6, 1.0), (7, 0.6579999999999999), (11, 0.6643), (12, 0.7616), (13, 0.5722), (14, 1.0), (15, 0.6615), (16, 0.9984), (30, 0.5166), (31, 0.6712), (32, 0.5971), (33, 0.7194), (34, 1.0), (35, 1.0), (36, 0.6612), (40, 0.5776), (41, 0.9776), (42, 0.4505), (43, 0.5439), (44, 0.7883), (45, 0.777), (46, 0.9997), (47, 0.9762), (48, 0.8396), (49, 0.8811), (50, 0.5774), (51, 0.753), (52, 1.0), (53, 0.8006), (54, 0.6481), (55, 0.7573), (56, 0.8509), (57, 1.0), (58, 0.6528), (59, 0.7626)]",0.785119512,0.4505,20,0.268292683,5,6,11,41
83,Scenario,10000,normal,0.25,0.1,30,20,3766.209281,60,1,3,0.98,100,0,0,0.6964,0.1285,0.455,0.18,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9594), (7, 1.0), (11, 0.9754), (12, 0.9906), (15, 0.9985), (16, 0.9984), (17, 0.9978), (18, 0.9802), (19, 0.9613), (20, 0.9967), (24, 0.9816), (25, 0.9995), (26, 1.0), (30, 0.9721), (31, 1.0), (32, 0.9972), (33, 1.0), (34, 0.9993), (35, 0.9771), (36, 0.9911), (37, 0.9996), (38, 1.0), (39, 0.9746), (40, 0.9678), (41, 0.9768), (42, 1.0), (43, 0.9761), (44, 0.9607), (45, 0.9943), (46, 0.9919), (47, 1.0), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9942), (53, 0.9955), (54, 0.8983), (55, 0.947), (56, 0.9735), (57, 0.992), (58, 1.0), (59, 0.9983)]",0.986971429,0.8983,30,0.795918367,23,16,39,49
84,Deterministic ,10000,normal,0.25,0.1,40,20,53.44958806,60,1,3,0.98,0,0,0,35.924,1.0536,0.9998,0.2778,159,"[(3, 0.8774), (4, 0.8260000000000001), (5, 1.0), (6, 0.7129), (7, 0.825), (11, 0.6643), (12, 0.7616), (15, 0.5253), (16, 0.7419), (17, 0.5702), (18, 0.751), (19, 0.8486), (20, 1.0), (21, 0.9949), (22, 1.0), (23, 0.9833), (24, 0.4931), (25, 0.976), (26, 0.9769), (27, 0.6283000000000001), (28, 0.8513999999999999), (29, 0.6317999999999999), (30, 0.44010000000000005), (31, 0.6712), (32, 0.7035), (33, 0.7861), (34, 0.8382000000000001), (35, 0.7219), (36, 0.472), (37, 0.5772999999999999), (38, 0.9459), (39, 0.5062), (40, 0.5379), (41, 0.71), (42, 0.7466999999999999), (43, 0.8319), (44, 0.7883), (45, 1.0), (46, 0.6748000000000001), (47, 0.9782), (48, 0.8061), (49, 0.9066), (50, 0.9912), (51, 0.6649), (52, 0.7988), (53, 0.5538000000000001), (54, 1.0), (55, 1.0), (56, 0.5396000000000001), (57, 1.0), (58, 0.8447), (59, 0.9773)]",0.781790385,0.4401,40,0.269230769,13,1,14,52
85,Scenario,10000,normal,0.25,0.1,30,20,4084.222554,60,1,3,0.98,100,0,0,0.6964,0.1285,0.455,0.18,35,"[(0, 0.9712), (1, 0.9987), (2, 0.9844), (3, 1.0), (4, 0.9993), (5, 1.0), (6, 0.9594), (7, 1.0), (11, 0.9754), (12, 0.9906), (15, 0.9985), (16, 0.9984), (17, 0.9978), (18, 0.9802), (19, 0.9613), (20, 0.9967), (24, 0.9816), (25, 0.9995), (26, 1.0), (30, 0.9721), (31, 1.0), (32, 0.9972), (33, 1.0), (34, 0.9993), (35, 0.9771), (36, 0.9911), (37, 0.9996), (38, 1.0), (39, 0.9746), (40, 0.9678), (41, 0.9768), (42, 1.0), (43, 0.9761), (44, 0.9607), (45, 0.9943), (46, 0.9919), (47, 1.0), (48, 1.0), (49, 1.0), (50, 1.0), (51, 0.9912), (52, 0.9942), (53, 0.9955), (54, 0.8983), (55, 0.947), (56, 0.9735), (57, 0.992), (58, 1.0), (59, 0.9983)]",0.986971429,0.8983,30,0.795918367,23,16,39,49
86,Deterministic ,10000,normal,0.25,0.1,30,20,82.31724286,60,1,3,0.98,0,0,0,39.0945,3.5815,1,0.6038,201,"[(0, 0.8689), (1, 0.9987), (2, 0.7196), (6, 1.0), (7, 1.0), (11, 0.6186), (12, 0.6991), (13, 0.5722), (14, 1.0), (15, 0.6521), (16, 0.9984), (17, 0.5702), (18, 0.751), (19, 0.5028), (20, 0.7455), (21, 0.6333), (22, 0.8351), (23, 0.5482), (30, 0.6014999999999999), (31, 0.6869000000000001), (32, 0.48360000000000003), (33, 0.8389), (34, 1.0), (35, 0.7451), (36, 1.0), (37, 0.5406), (38, 0.9045), (39, 1.0), (40, 0.6735), (41, 0.8333), (42, 0.6278), (43, 0.7475), (44, 1.0), (45, 0.9776), (46, 0.7473000000000001), (47, 0.7753), (48, 0.7657), (49, 0.8972), (50, 0.9998), (51, 0.7449), (52, 0.6198), (53, 0.7396), (54, 0.5659000000000001), (55, 0.7573), (56, 0.5574), (57, 1.0), (58, 0.49150000000000005), (59, 0.6874)]",0.765075,0.4836,30,0.25,7,5,12,48
87,Scenario,10000,normal,0.25,0.1,25,20,82.15758109,60,1,3,0.98,10,0,0,2.1239,0.0128,0.8704,0.0081,46,"[(3, 0.9095), (4, 0.999), (5, 1.0), (6, 1.0), (7, 1.0), (11, 0.992), (12, 0.9547), (15, 0.9571), (16, 0.9984), (19, 0.9468), (20, 0.9761), (30, 0.9988), (31, 0.9627), (32, 0.8859), (33, 0.9142), (34, 1.0), (35, 1.0), (36, 0.9991), (37, 0.9651), (38, 1.0), (39, 0.9563), (40, 0.991), (41, 0.7545), (42, 0.951), (43, 0.9083), (44, 0.9438), (45, 0.777), (46, 0.9626), (47, 0.9762), (48, 0.7847), (49, 0.9776), (50, 0.9775), (51, 0.9472), (52, 0.9757), (53, 0.9295), (54, 0.9313), (55, 0.9774), (56, 0.953), (57, 0.9987), (58, 0.9785), (59, 0.7626)]",0.948141463,0.7545,25,0.487804878,11,9,20,41
88,Scenario,10000,normal,0.25,0.1,20,20,969.6266408,60,1,3,0.98,100,0,0,0.53,0.0205,0.4759,0.129,40,"[(3, 1.0), (4, 0.9739), (5, 1.0), (6, 1.0), (7, 0.9887), (11, 0.9679), (12, 0.9547), (15, 1.0), (16, 0.998), (30, 1.0), (31, 1.0), (32, 1.0), (33, 0.9634), (34, 1.0), (35, 0.9993), (36, 0.9999), (40, 0.9591), (41, 1.0), (42, 0.9935), (43, 0.9369), (44, 0.903), (45, 0.9796), (46, 1.0), (47, 0.9526), (48, 0.9985), (49, 0.987), (50, 0.9742), (51, 0.9912), (52, 0.9939), (53, 0.955), (54, 0.953), (55, 0.996), (56, 0.9346), (57, 1.0), (58, 0.9803), (59, 0.9781)]",0.980897222,0.903,20,0.666666667,12,12,24,36
89,EVT,10000,normal,0.25,0.1,25,20,430.4694219,60,1,3,2.05,0,0.25,0.1,0.1538,0.004,0.2397,0.0112,20,"[(0, 0.9867), (1, 0.9987), (2, 0.9928), (3, 0.991), (4, 0.999), (5, 1.0), (6, 1.0), (7, 0.9862), (11, 0.9946), (12, 0.9888), (15, 0.9955), (16, 0.998), (17, 0.9828), (18, 0.9966), (19, 0.9802), (20, 0.9967), (30, 0.984), (31, 0.9879), (34, 0.9848), (35, 0.9966), (36, 0.9943), (37, 0.9923), (38, 1.0), (39, 0.9948), (40, 0.9973), (41, 0.993), (42, 0.9874), (43, 0.999), (44, 1.0), (45, 0.983), (46, 0.9961), (47, 0.9959), (48, 0.9985), (49, 0.987), (50, 1.0), (51, 0.9912), (52, 0.983), (53, 1.0), (54, 0.9941), (55, 0.9901), (56, 0.9976), (57, 1.0), (58, 0.9939), (59, 1.0)]",0.993395455,0.9802,25,1,25,19,44,44
90,Deterministic ,10000,normal,0.25,0.1,35,20,65.37058711,60,1,3,0.98,0,0,0,46.6939,1.6824,1,0.3602,224,"[(0, 0.5565), (1, 0.8407), (2, 0.5045999999999999), (3, 0.49970000000000003), (4, 0.8260000000000001), (5, 1.0), (6, 1.0), (7, 0.5772999999999999), (8, 1.0), (9, 0.7351), (10, 1.0), (11, 0.4919), (12, 0.5395), (13, 0.6538999999999999), (14, 1.0), (17, 0.6038), (18, 0.751), (19, 0.5728), (20, 0.7455), (24, 1.0), (25, 0.9789), (26, 1.0), (27, 0.8854), (28, 0.7599), (29, 0.9769), (30, 0.794), (31, 0.7168), (32, 0.6064), (33, 0.7262), (34, 0.8982), (35, 1.0), (36, 0.47540000000000004), (37, 0.9926), (38, 0.8449), (39, 0.6279), (40, 0.9751), (41, 0.8385), (42, 0.5226999999999999), (43, 0.7103999999999999), (44, 1.0), (45, 0.6702), (46, 0.657), (47, 0.9754), (48, 0.8396), (49, 1.0), (50, 0.8361000000000001), (51, 0.6644), (52, 0.7733), (53, 0.8038), (54, 0.729), (55, 0.6960999999999999), (56, 0.7883), (57, 0.9756), (58, 0.4828), (59, 0.5845)]",0.776447273,0.4754,35,0.290909091,10,6,16,55
